2.214764654636383057e-01,-4.362560212612152100e-01,-7.455524206161499023e-01,-7.731412649154663086e-01,-3.009958378970623016e-02,-1.410549432039260864e-01,-7.825143337249755859e-01,7.636224031448364258e-01,-7.675672769546508789e-01,-5.300371050834655762e-01,7.867523431777954102e-01,-5.066803097724914551e-01,-7.714589834213256836e-01,7.661453485488891602e-01,3.158832490444183350e-01,-7.910638451576232910e-01,7.646740674972534180e-01,5.399999618530273438e-01,-4.911244511604309082e-01,-7.577857375144958496e-01,6.635895371437072754e-01,-6.263276338577270508e-01,-7.661379575729370117e-01,7.523652911186218262e-01,-2.415797412395477295e-01,2.494000941514968872e-01,3.004581332206726074e-01,2.026813849806785583e-02,-7.989293336868286133e-01,-4.674081802368164062e-01
7.615797519683837891e-01,7.396715693175792694e-03,-7.516454458236694336e-01,-7.910639047622680664e-01,1.206238344311714172e-01,-6.920360326766967773e-01,-7.409898042678833008e-01,3.705214560031890869e-01,-7.144844532012939453e-01,4.935938119888305664e-01,1.196860596537590027e-01,-6.894505023956298828e-01,-6.103855371475219727e-01,7.837138175964355469e-01,-7.549384832382202148e-01,-7.415447235107421875e-01,-3.482365310192108154e-01,-8.170269727706909180e-01,-7.664225101470947266e-01,-7.527111768722534180e-01,4.288031458854675293e-01,-7.564028501510620117e-01,2.416578233242034912e-01,7.180783748626708984e-01,-7.736443281173706055e-01,-7.316277027130126953e-01,-7.084192633628845215e-01,4.970468580722808838e-01,-7.726636528968811035e-01,2.980048060417175293e-01
5.688637495040893555e-01,1.819601655006408691e-01,-6.876458227634429932e-02,-7.216458916664123535e-01,-4.490351974964141846e-01,7.292782068252563477e-01,-7.852733135223388672e-01,3.771862387657165527e-01,1.794184297323226929e-01,7.725741714239120483e-02,-7.192224264144897461e-01,-5.725948214530944824e-01,-7.727708816528320312e-01,7.531062960624694824e-01,-6.292211413383483887e-01,-7.027597427368164062e-01,-5.137718319892883301e-01,-7.656868696212768555e-01,-6.803607940673828125e-01,-7.986441850662231445e-01,4.231642782688140869e-01,-7.713912725448608398e-01,7.321397662162780762e-01,7.585964798927307129e-01,-7.636744976043701172e-01,-7.991145253181457520e-01,7.251075506210327148e-01,7.261819839477539062e-01,-7.452548742294311523e-01,-7.630159854888916016e-01
7.432678937911987305e-01,-6.242554187774658203e-01,-6.706736087799072266e-01,1.899038702249526978e-01,-5.911141037940979004e-01,7.329841852188110352e-01,8.758147060871124268e-02,6.861335039138793945e-01,7.616648674011230469e-01,-5.111037492752075195e-01,-7.959451675415039062e-01,6.830728650093078613e-01,6.976723670959472656e-01,7.582682371139526367e-01,7.814803123474121094e-01,-7.766141295433044434e-01,-6.204406023025512695e-01,7.905130386352539062e-01,-6.608701497316360474e-02,-7.675905227661132812e-01,-6.723525524139404297e-01,-7.715569734573364258e-01,-7.557435631752014160e-01,-3.895967602729797363e-01,7.438241243362426758e-01,-7.528237700462341309e-01,-7.101283073425292969e-01,-7.495206594467163086e-01,-6.715743541717529297e-01,-7.795846462249755859e-01
7.263291478157043457e-01,8.021253943443298340e-01,-2.224856913089752197e-01,3.884839117527008057e-01,5.775003433227539062e-01,3.200068175792694092e-01,7.385819554328918457e-01,-7.485700249671936035e-01,-3.954570293426513672e-01,7.635950446128845215e-01,-5.838700532913208008e-01,6.710667610168457031e-01,-9.288734942674636841e-02,-7.413644790649414062e-01,-3.229711353778839111e-01,-7.150748968124389648e-01,-7.366860508918762207e-01,-1.776519417762756348e-01,-7.116989493370056152e-01,-7.584999203681945801e-01,7.598953247070312500e-01,-7.571462392807006836e-01,7.798272371292114258e-01,-7.626898884773254395e-01,7.753382921218872070e-01,5.324609875679016113e-01,7.757392525672912598e-01,7.742894887924194336e-01,3.559264540672302246e-02,7.391619682312011719e-01
7.503463029861450195e-01,-3.905132412910461426e-01,7.546265721321105957e-01,4.781748652458190918e-01,6.995166540145874023e-01,7.053130269050598145e-01,3.784640729427337646e-01,-6.532559394836425781e-01,2.635057270526885986e-01,6.207468509674072266e-01,5.647671818733215332e-01,-5.890506505966186523e-01,-7.007688283920288086e-01,4.625423252582550049e-01,-6.754361987113952637e-01,-6.789318323135375977e-01,7.448372840881347656e-01,-5.690091848373413086e-01,1.450790017843246460e-01,-7.460851669311523438e-01,7.979919314384460449e-01,-7.566179037094116211e-01,-7.466909885406494141e-01,-4.907559752464294434e-01,-7.656925916671752930e-01,-3.957305848598480225e-02,-2.488524764776229858e-01,6.410785913467407227e-01,9.765740483999252319e-02,-6.175928115844726562e-01
1.648205220699310303e-01,7.256516218185424805e-01,7.932783961296081543e-01,-5.733013749122619629e-01,1.101047396659851074e-01,7.038677334785461426e-01,8.109612017869949341e-02,8.938602358102798462e-02,4.322448074817657471e-01,-1.851429603993892670e-02,7.230678796768188477e-01,-7.678611874580383301e-01,-7.605981826782226562e-01,3.585157543420791626e-02,-7.547209858894348145e-01,-4.032979607582092285e-01,-6.729451417922973633e-01,7.530767917633056641e-01,7.580662965774536133e-01,-7.155952453613281250e-01,-7.108753174543380737e-02,-7.214534282684326172e-01,-6.972095370292663574e-01,6.486960649490356445e-01,-7.379757165908813477e-01,7.391750812530517578e-01,3.361336290836334229e-01,5.406309366226196289e-01,-3.761022984981536865e-01,-4.702843129634857178e-01
6.905806064605712891e-01,7.676906585693359375e-01,7.360512018203735352e-01,-7.335768938064575195e-01,-6.904085874557495117e-01,6.806645393371582031e-01,-1.994140446186065674e-01,-3.665214776992797852e-01,6.986334323883056641e-01,3.709263503551483154e-01,7.534121274948120117e-01,-7.430566549301147461e-01,-7.349197268486022949e-01,7.129603624343872070e-01,-7.636128664016723633e-01,-3.177741467952728271e-01,-7.679355144500732422e-01,7.420895099639892578e-01,7.068550586700439453e-01,-7.674926519393920898e-01,6.610826253890991211e-01,-7.526643276214599609e-01,-7.596637606620788574e-01,7.442618608474731445e-01,-6.496938467025756836e-01,7.392641305923461914e-01,1.933536231517791748e-01,7.319734096527099609e-01,-5.077282190322875977e-01,-6.539229750633239746e-01
7.479135990142822266e-01,8.063687086105346680e-01,7.333746552467346191e-01,-7.573604583740234375e-01,-7.589672803878784180e-01,7.628269791603088379e-01,-2.678512930870056152e-01,-6.571130752563476562e-01,7.283600568771362305e-01,5.820140838623046875e-01,7.681150436401367188e-01,-7.402436733245849609e-01,-8.023663759231567383e-01,7.176806926727294922e-01,-7.944670319557189941e-01,-3.984977900981903076e-01,-6.136770248413085938e-01,7.834609150886535645e-01,6.051186323165893555e-01,-7.565653324127197266e-01,7.555797696113586426e-01,-7.104362249374389648e-01,-7.539117932319641113e-01,6.716489195823669434e-01,-6.557366847991943359e-01,7.381739616394042969e-01,2.214628756046295166e-01,7.598497867584228516e-01,-4.199548065662384033e-01,-6.285792589187622070e-01
7.437271475791931152e-01,7.627047300338745117e-01,7.706075906753540039e-01,-7.043526768684387207e-01,-7.743200063705444336e-01,7.275965213775634766e-01,-1.902306973934173584e-01,-5.965263247489929199e-01,6.910078525543212891e-01,6.348904371261596680e-01,7.392392754554748535e-01,-7.826967835426330566e-01,-7.402952909469604492e-01,7.350516319274902344e-01,-7.668116688728332520e-01,-4.246889650821685791e-01,-3.663178980350494385e-01,7.674233913421630859e-01,6.248833537101745605e-01,-7.448648214340209961e-01,7.817502021789550781e-01,-7.787237167358398438e-01,-7.493616342544555664e-01,4.230345189571380615e-01,-7.033151984214782715e-01,7.620671987533569336e-01,2.214295864105224609e-01,7.770871520042419434e-01,-8.953540772199630737e-02,-6.193587183952331543e-01
