vae_loss,recon_loss,kl_loss,dyn_loss
0.34682876,0.38355327,0.0033510786,0.9268977
0.5120654,0.42024696,0.0038632932,1.3590567
0.45185947,0.4493196,0.0032069448,1.2599801
0.39743912,0.49552223,0.0030418218,1.1730641
0.22323924,0.44332454,0.0036565703,0.9918811
0.22357976,0.43835747,0.0028504925,1.0500205
0.46910322,0.5252731,0.0036045697,1.3961998
0.3382334,0.5553838,0.0037214363,1.0796514
0.50819856,0.5152647,0.0027823015,1.5504667
0.1878444,0.5322453,0.0030872256,0.9129692
0.1958698,0.518265,0.0027649186,0.95387346
0.2652107,0.51435196,0.0029757957,1.1123443
0.45333564,0.54752344,0.0027090097,1.4355352
0.4157284,0.6299135,0.0025724522,1.2077758
0.24955273,0.47759613,0.0024666742,1.1744231
0.2808299,0.56554955,0.0025509694,1.0707177
0.36150032,0.5498724,0.0022046408,1.2774976
0.19963229,0.56355405,0.0027210084,0.9146214
0.42717397,0.5974301,0.0021719898,1.2990973
0.44669354,0.62870777,0.002012516,1.2806897
0.32312578,0.55086094,0.0027233914,1.1918826
0.2859819,0.5494675,0.002838822,1.1263509
0.29644555,0.55218357,0.0029580975,1.1347115
0.27670085,0.51991457,0.0027566208,1.1510543
0.24794674,0.49698994,0.0030330394,1.1722814
0.20478833,0.58319056,0.0032515416,0.8897476
0.31464785,0.57377607,0.0025238045,1.1195102
0.35176653,0.59107846,0.0029100387,1.175077
0.5609834,0.63828355,0.0030095815,1.480891
0.24085307,0.5526963,0.004076653,1.0242566
0.18376786,0.4914369,0.0028435742,1.0057228
0.36122388,0.5756626,0.0037296817,1.2023836
0.3564372,0.5807122,0.0036094706,1.1850265
0.29258072,0.54259574,0.0035353953,1.1281183
0.39338768,0.5773243,0.0035704512,1.2292687
0.16223061,0.5050962,0.0038639859,0.9225463
0.3751263,0.53432393,0.003064656,1.2651583
0.23541349,0.49207804,0.0035361846,1.0774661
0.3212334,0.5286943,0.004374544,1.1724057
0.20314902,0.47387823,0.003951045,1.0305645
0.34643692,0.4798244,0.0055514793,1.3080777
0.49406624,0.56158185,0.00408034,1.4161128
0.29007202,0.519887,0.004325129,1.0836592
0.22671944,0.4575912,0.0039033284,1.0774014
0.24677324,0.50388825,0.006065581,1.0264466
0.19494206,0.4665904,0.0052764486,0.9845686
0.45424032,0.49860138,0.0066689854,1.426717
0.3038047,0.5011892,0.0067213904,1.1022455
0.28117782,0.4960076,0.0073587187,1.0692918
0.38693357,0.48144585,0.007156124,1.286352
0.1465283,0.44342825,0.0068043238,0.8819406
0.31179816,0.4710807,0.008901212,1.1505681
0.22540927,0.44583893,0.008908088,1.028685
0.18902838,0.43620276,0.009981333,0.98613226
0.23965728,0.41954634,0.010896024,1.0806959
0.13748795,0.4620796,0.011569176,0.816658
0.1444422,0.43632957,0.015848497,0.91298944
