vae_loss,recon_loss,kl_loss,dyn_loss
0.77342314,0.4301785,0.003994402,1.1516356
0.64086366,0.37729907,0.0025383404,1.0349636
0.7182552,0.40629837,0.0030278908,1.2148699
0.7364249,0.45092666,0.0027409298,1.1994829
0.7815427,0.43648422,0.002705347,1.3382764
0.5821763,0.43661997,0.0026857199,0.9631187
0.62255156,0.4205116,0.0027738402,1.0713477
0.61594725,0.3951585,0.0032770755,1.1431518
0.9597417,0.54136753,0.0030368553,1.5348572
0.57859194,0.4412004,0.0031721557,0.95941997
0.5415625,0.40066367,0.0024655885,0.9599596
0.78555566,0.4343702,0.0024675028,1.3694443
1.0272565,0.43695608,0.0036085644,1.823113
0.5450932,0.3747618,0.002859169,0.97042155
0.6388538,0.40162814,0.0044224355,1.1001902
0.5121171,0.3150459,0.003074805,0.98880804
0.83933926,0.43036652,0.0046044844,1.4265819
0.6431594,0.33404118,0.00568385,1.1975267
0.8754262,0.37145463,0.00639469,1.5913597
0.65021765,0.355827,0.00737484,1.1711055
0.44531035,0.33522612,0.0069274073,0.8080668
0.66204756,0.3588237,0.007707012,1.2037239
0.7043818,0.35863936,0.00829422,1.2858443
0.75424266,0.35206822,0.009843934,1.3989514
0.5674199,0.32643336,0.00954243,1.0878983
0.5592189,0.34233406,0.009857722,1.0529761
0.6013546,0.3642261,0.0093732625,1.0978951
0.77810884,0.3742889,0.015800497,1.4276559
0.44518432,0.33117375,0.015241219,0.8392061
0.63901275,0.35413826,0.0140126655,1.2049502
0.533461,0.34940153,0.01814772,1.0034634
0.6547452,0.40606847,0.019863233,1.1260033
0.6556406,0.35760868,0.0275053,1.2145426
0.49862882,0.3310444,0.024840841,0.9485015
0.58387864,0.33414057,0.024836466,1.0990435
0.6743121,0.34750465,0.040760588,1.2508439
0.5475435,0.31209058,0.034388963,1.0620956
0.6813638,0.32276252,0.04167477,1.2722207
0.57042426,0.29050335,0.043233395,1.1108978
0.5655904,0.2928846,0.041309826,1.1052564
0.6075995,0.30168706,0.047518637,1.1349031
0.5130962,0.27626303,0.036418267,1.0230843
0.64826536,0.26500705,0.047192536,1.3000842
0.5160064,0.28626874,0.07082562,1.0050718
0.5392791,0.27837563,0.056689955,1.0598997
0.5361076,0.26633424,0.06798579,1.0686959
0.864092,0.3115472,0.097445324,1.6061918
0.4931839,0.2779751,0.0571006,1.0199056
0.43810043,0.2801058,0.05381079,0.88887686
0.5751616,0.27557924,0.068639666,1.142182
0.6842609,0.27543426,0.061140087,1.3670976
0.38820624,0.24329604,0.07650757,0.8569657
0.37560275,0.27718607,0.100888,0.74629384
0.379091,0.259604,0.07672347,0.79569954
0.58379734,0.29169658,0.093251735,1.078635
0.5142928,0.28694957,0.054969694,0.97939533
0.44323936,0.23316878,0.063170895,0.98440826
0.5599756,0.24717133,0.04658374,1.170691
0.6342605,0.2652436,0.060675465,1.2527982
0.5073256,0.2676822,0.048718516,1.0262579
0.3963591,0.26522094,0.061145738,0.8145529
0.5543045,0.26402846,0.07396891,1.100711
0.47098494,0.24459057,0.0699494,0.9678764
0.28170288,0.22254695,0.07003165,0.67791617
0.522305,0.25837326,0.04899227,1.0763252
0.47821423,0.27040845,0.07598298,0.9763892
0.5471301,0.24222547,0.07061245,1.109196
0.37692678,0.23649894,0.08244433,0.840554
0.41846785,0.24893913,0.07479908,0.8813012
0.5903652,0.25151354,0.088995546,1.2048141
0.5477061,0.23436752,0.05772414,1.1609893
0.40951926,0.23361884,0.06374543,0.88956773
0.45164773,0.21653232,0.06338226,0.9912654
0.4565019,0.21936731,0.06233754,1.0034921
0.314257,0.2197819,0.07271666,0.6687833
0.514923,0.22678845,0.07211981,1.0622205
0.44682273,0.24220541,0.069457255,0.92200375
0.48943686,0.20613565,0.070233814,1.0507693
0.45091698,0.2282899,0.08306111,0.94856983
0.57519865,0.24691264,0.059839714,1.1754699
0.3698363,0.23397432,0.06835079,0.764309
0.3714435,0.24411163,0.07626489,0.7945581
0.2757635,0.19253501,0.07105562,0.6900179
0.62214476,0.2169886,0.06683534,1.3231502
0.4029141,0.19776241,0.062345363,0.9119989
0.330711,0.2505405,0.069297954,0.68998224
0.36811972,0.23375827,0.06262016,0.79246366
0.32479763,0.19597533,0.08158197,0.7754778
0.29706943,0.22334991,0.07633945,0.6802678
0.26637977,0.19075312,0.078596644,0.6665375
0.30209854,0.20498814,0.07181118,0.69083583
0.2946048,0.16367035,0.0762927,0.75993425
0.39101738,0.19657606,0.09459254,0.8831595
0.2523652,0.15382418,0.10740755,0.66337305
0.26362357,0.18308984,0.10146467,0.66574186
0.32206926,0.18424411,0.09168347,0.7919053
0.4012352,0.17314935,0.112743184,0.92871183
0.39220616,0.15697938,0.11248831,0.90702724
0.31715712,0.1592348,0.11348992,0.7764976
0.13587162,0.15389565,0.079483815,0.50703967
0.30769286,0.18109587,0.10459638,0.7338295
0.1842812,0.17853165,0.09747337,0.51918745
0.22255623,0.1559441,0.0971626,0.5926015
0.1404464,0.14141609,0.10143765,0.52637786
0.28406078,0.15158573,0.09502824,0.7912854
0.257089,0.15022074,0.10725813,0.6701761
0.22306767,0.11435302,0.12071256,0.69261014
0.2750451,0.12179464,0.12480523,0.7818908
0.31182587,0.08967527,0.1259387,0.9050451
0.14849529,0.11640683,0.11654303,0.55529946
0.23836666,0.11285265,0.12954527,0.7249267
0.14365146,0.11931145,0.118984886,0.55246556
0.20593357,0.121372476,0.15687856,0.59201896
0.20481265,0.09472307,0.13271365,0.64649236
0.4748881,0.09436642,0.15365474,1.1211151
0.20694223,0.08480959,0.14956206,0.68984014
0.08896622,0.08360391,0.12592816,0.5201656
0.16154647,0.08845559,0.14827093,0.58333635
0.12900889,0.08844708,0.14212738,0.54515696
0.08752966,0.0828991,0.14814068,0.49937546
0.054872096,0.08205613,0.13614258,0.44347122
0.20886335,0.10997348,0.14312205,0.6525451
0.23191261,0.100390546,0.14222744,0.73414546
0.21907261,0.098891854,0.13975301,0.68107355
0.11055949,0.097796485,0.13624507,0.51055276
0.3381122,0.11020187,0.15353735,0.8921678
0.22948432,0.08116455,0.13736652,0.7646447
0.19279703,0.103190795,0.15146348,0.6085907
0.15410706,0.08506301,0.15600942,0.54458314
0.3698021,0.082949676,0.14974025,0.9986543
0.19753057,0.06117267,0.15330878,0.649932
0.14095205,0.07770365,0.16094096,0.53798014
0.25837216,0.07411464,0.16178648,0.76216704
0.31278095,0.08204206,0.15767927,0.8535321
0.4008685,0.078933224,0.16210207,1.033171
0.26396665,0.093457274,0.16239522,0.7498658
0.20457903,0.088080674,0.15795448,0.65838826
0.10329381,0.094174385,0.15775143,0.48157865
0.09550071,0.09613362,0.16077319,0.48901358
0.1605823,0.10177225,0.15374331,0.57862407
0.15853298,0.101878434,0.15765643,0.5369126
0.13250458,0.09843169,0.14629997,0.5524212
0.084178895,0.0886739,0.14502472,0.4400387
0.06526625,0.08879423,0.15344787,0.45149496
0.12826014,0.0953214,0.14611574,0.5144084
0.10494369,0.09524744,0.1399435,0.5043151
0.17928457,0.08709831,0.16026127,0.6232494
