4.214279651641845703e-01,-9.956789016723632812e-02
-3.195914924144744873e-01,-5.874460935592651367e-01
-2.278711348772048950e-01,1.224244758486747742e-01
-3.468191251158714294e-02,-3.162816762924194336e-01
-1.623284444212913513e-02,-4.289493560791015625e-01
-5.417509004473686218e-02,-9.394236654043197632e-02
2.436632364988327026e-01,8.019397966563701630e-03
3.006237745285034180e-01,-8.781652897596359253e-02
-1.366362720727920532e-02,2.220705896615982056e-01
2.099412083625793457e-01,-9.571974724531173706e-02
-1.259444952011108398e-01,-2.313451468944549561e-01
3.465865552425384521e-01,3.245988488197326660e-02
-2.312236279249191284e-01,-1.771997660398483276e-01
1.639688014984130859e-01,3.535138070583343506e-01
-9.630548767745494843e-03,-2.135141938924789429e-02
-1.804204434156417847e-01,2.341075800359249115e-02
-5.247880816459655762e-01,6.454907357692718506e-02
2.525534480810165405e-02,-4.284388944506645203e-02
-1.033866927027702332e-01,1.823573559522628784e-01
3.239686787128448486e-01,1.359613686800003052e-01
-1.512133181095123291e-01,8.968186378479003906e-02
1.826693415641784668e-01,1.009145826101303101e-01
-2.720212042331695557e-01,1.594227999448776245e-01
-4.947672784328460693e-01,1.029400005936622620e-01
-3.739110007882118225e-02,1.417844742536544800e-01
9.928088635206222534e-02,-1.459724605083465576e-01
4.013556540012359619e-01,-3.456583023071289062e-01
-4.300080239772796631e-02,-3.217066824436187744e-01
-2.310297191143035889e-01,-1.044878922402858734e-02
1.480497047305107117e-02,1.743697673082351685e-01
1.598887443542480469e-01,2.530836164951324463e-01
-3.991330265998840332e-01,-2.765302956104278564e-01
8.186796680092811584e-03,-3.635206222534179688e-01
9.459516406059265137e-02,-1.085970923304557800e-01
-9.023942798376083374e-02,2.685080766677856445e-01
-5.580898746848106384e-02,-2.164864540100097656e-01
-2.235218137502670288e-01,-1.801747679710388184e-01
3.083310127258300781e-01,6.090419366955757141e-02
3.039052486419677734e-01,1.560243815183639526e-01
2.356575727462768555e-01,2.591740190982818604e-01
4.194351732730865479e-01,-3.028565347194671631e-01
-2.357811667025089264e-02,-4.149410501122474670e-02
7.082839310169219971e-02,-1.978374272584915161e-01
4.745225608348846436e-02,8.457902818918228149e-02
-1.067426726222038269e-01,-2.467557415366172791e-02
1.305636316537857056e-01,-4.409197717905044556e-02
-4.135368466377258301e-01,-2.215149402618408203e-01
-3.205383718013763428e-01,-1.326853036880493164e-01
2.129964530467987061e-01,5.932617350481450558e-04
-1.792819648981094360e-01,-3.949460089206695557e-01
-6.318625807762145996e-02,-2.109016478061676025e-01
1.059233024716377258e-01,-2.146484702825546265e-01
1.955465674400329590e-01,2.462607622146606445e-01
-3.350217361003160477e-03,-1.901708543300628662e-01
-2.715401649475097656e-01,-7.032296061515808105e-02
9.359572827816009521e-02,-2.891897559165954590e-01
4.549593031406402588e-01,-1.823085695505142212e-01
-8.355300128459930420e-02,-2.972249984741210938e-01
7.723988592624664307e-02,2.041826546192169189e-01
7.524548470973968506e-02,-1.704304069280624390e-01
2.113441824913024902e-01,1.380915492773056030e-01
1.780980974435806274e-01,1.034722924232482910e-01
9.642118960618972778e-02,-1.274499893188476562e-01
-9.534928016364574432e-03,2.820012867450714111e-01
2.168319188058376312e-02,2.946416735649108887e-01
-1.115094423294067383e-01,2.278889529407024384e-02
2.099314481019973755e-01,1.737949550151824951e-01
2.221605330705642700e-01,2.748842835426330566e-01
1.513811647891998291e-01,3.614305257797241211e-01
3.132918477058410645e-01,6.501623895019292831e-03
2.965290248394012451e-01,3.216466009616851807e-01
