vae_loss,recon_loss,kl_loss,dyn_loss
1.2704517,0.41304678,0.0032717367,1.711538
1.1535319,0.37547514,0.0023815336,1.553732
1.0073787,0.32915732,0.002237552,1.3542051
0.93528175,0.3740602,0.0024844094,1.1199586
0.82579195,0.37235203,0.0029878067,0.90389204
1.1155487,0.42213896,0.0026791338,1.3841404
1.0534635,0.42336437,0.0028713448,1.257327
1.0423162,0.37890503,0.0023821099,1.3244404
1.1403534,0.36513716,0.002221608,1.548211
0.9852265,0.35593188,0.0031566957,1.2554325
1.019999,0.40154162,0.0032734557,1.2336414
1.007101,0.38123816,0.003733294,1.2479925
1.0332456,0.37848708,0.003928356,1.3055886
1.026424,0.3438075,0.0038627554,1.3613704
0.945307,0.38510627,0.006137717,1.1142638
0.9052218,0.34627035,0.007901863,1.1100011
1.1127588,0.35176653,0.007188138,1.5147964
0.8805598,0.35714027,0.0059541687,1.040885
1.0912465,0.32084328,0.007778568,1.5330279
0.8175899,0.3120726,0.009494878,1.0015396
1.0410576,0.37846923,0.012530652,1.312646
0.8629463,0.36097884,0.009969257,0.9939656
0.86032385,0.32695457,0.015598597,1.05114
1.0470604,0.32517967,0.01351819,1.4302431
0.74705386,0.32239354,0.019644586,0.8296761
0.9744483,0.30641314,0.017387591,1.3186828
0.8910625,0.32592106,0.016464267,1.1138186
0.974431,0.29577935,0.027287615,1.3300157
0.8235731,0.32136077,0.025044892,0.9793797
0.98669505,0.2961418,0.03699632,1.3441101
0.9806919,0.3327452,0.031454228,1.2644392
0.99543524,0.2888242,0.03826886,1.3749533
0.83575034,0.2896694,0.046110086,1.0460519
0.98105425,0.26887044,0.03124149,1.3931261
0.8995174,0.27546343,0.055341095,1.1927669
0.7958842,0.2454867,0.07354566,1.0272493
0.8505831,0.22565189,0.07049222,1.1793702
0.82652104,0.23142435,0.05728345,1.13291
0.8152435,0.24671483,0.0667456,1.0703118
0.8662002,0.2754612,0.08145841,1.1000196
0.9469019,0.28511122,0.06948983,1.2540916
0.8035476,0.22505161,0.085345685,1.0716463
0.88275874,0.25286007,0.08276625,1.1770312
0.7221509,0.21066524,0.05829242,0.964679
0.7899059,0.23204882,0.059995294,1.0557189
0.8412448,0.23084724,0.058689527,1.1621056
0.7433897,0.20963699,0.07030981,0.9971956
0.89543366,0.26217604,0.10106726,1.165448
0.7193135,0.23315078,0.07260585,0.8997196
0.9996915,0.26777846,0.097858354,1.3659676
0.7540198,0.2144107,0.07830179,1.0009164
0.8910259,0.23548317,0.110346034,1.2007395
0.9434448,0.22364706,0.077579826,1.3620156
0.85653484,0.22865145,0.06624086,1.189526
0.82174695,0.2774996,0.07097041,1.0175242
0.8464022,0.23690444,0.07456244,1.1444331
1.0420024,0.24550013,0.06935004,1.5236545
0.73525786,0.24236046,0.05824119,0.9275537
0.75150657,0.2262244,0.056054648,0.9945097
0.78398746,0.20400941,0.055522166,1.1044339
0.804965,0.21872714,0.061083578,1.1113921
0.828319,0.2564512,0.056970473,1.0867652
0.78230715,0.22852424,0.06447767,1.0430882
0.6602247,0.23992279,0.060326293,0.7802775
0.8778373,0.25025165,0.060611084,1.1945602
0.7181669,0.21572368,0.06339604,0.9414904
0.7895849,0.20254946,0.071172595,1.1028982
