7.120203375816345215e-01,6.421743631362915039e-01
8.032730817794799805e-01,6.460011005401611328e-01
1.399668306112289429e-01,9.617193341255187988e-01
-4.130060374736785889e-01,9.093447327613830566e-01
-5.961530804634094238e-01,4.746951460838317871e-01
4.436373710632324219e-02,3.467700630426406860e-02
4.356670081615447998e-01,8.148395419120788574e-01
-1.650928705930709839e-01,8.236865997314453125e-01
1.973572522401809692e-01,6.742699742317199707e-01
8.290310204029083252e-02,8.347555398941040039e-01
2.650024294853210449e-01,7.413241267204284668e-01
2.241633087396621704e-01,7.028616070747375488e-01
-1.286899149417877197e-01,7.707850337028503418e-01
2.272651940584182739e-01,8.048962354660034180e-01
3.800456821918487549e-01,7.498722076416015625e-01
-3.169246912002563477e-01,4.585086405277252197e-01
-1.904481798410415649e-01,7.162575721740722656e-01
-3.743551969528198242e-01,7.641683220863342285e-01
-1.081535071134567261e-01,7.809223532676696777e-01
3.122339025139808655e-02,8.324334621429443359e-01
-1.554914861917495728e-01,8.351536989212036133e-01
2.400267720222473145e-01,6.784164905548095703e-01
3.151150047779083252e-01,7.581579089164733887e-01
7.950793951749801636e-02,7.443293333053588867e-01
1.898260414600372314e-01,6.068342924118041992e-01
-1.667870730161666870e-01,7.579351663589477539e-01
1.729097366333007812e-01,6.004363894462585449e-01
-2.397573590278625488e-01,7.015402317047119141e-01
-2.563316822052001953e-01,7.216591835021972656e-01
-1.332467496395111084e-01,7.328087687492370605e-01
9.299281239509582520e-02,6.500332355499267578e-01
1.351484656333923340e-01,6.487069129943847656e-01
1.504604667425155640e-01,7.287586927413940430e-01
-4.187218844890594482e-02,6.879980564117431641e-01
9.417125023901462555e-03,5.402198433876037598e-01
-8.243814855813980103e-02,5.906230807304382324e-01
-2.315518260002136230e-01,6.959893703460693359e-01
1.482092291116714478e-01,7.115048170089721680e-01
1.871396452188491821e-01,6.896194219589233398e-01
8.724530786275863647e-02,7.573550343513488770e-01
